"<h3>Print Format Help</h3>
<hr>
<h4>Introduction</h4>
<p>Print Formats are rendered on the server side using the Jinja Templating Language. All forms have access to the <code>doc</code> object which contains information about the document that is being formatted. You can also access common utilities via the <code>frappe</code> module.</p>
<p>For styling, the Boostrap CSS framework is provided and you can enjoy the full range of classes.</p>
<hr>
<h4>References</h4>
<ol>
	<li><a href=""http://jinja.pocoo.org/docs/templates/"" target=""_blank"">Jinja Templating Language</a></li>
	<li><a href=""http://getbootstrap.com"" target=""_blank"">Bootstrap CSS Framework</a></li>
</ol>
<hr>
<h4>Example</h4>
<pre><code>&lt;h3&gt;{{ doc.select_print_heading or ""Invoice"" }}&lt;/h3&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;Customer Name&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.customer_name }}&lt;/div&gt;
&lt;/div&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;Date&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.get_formatted(""invoice_date"") }}&lt;/div&gt;
&lt;/div&gt;
&lt;table class=""table table-bordered""&gt;
	&lt;tbody&gt;
		&lt;tr&gt;
			&lt;th&gt;Sr&lt;/th&gt;
			&lt;th&gt;Item Name&lt;/th&gt;
			&lt;th&gt;Description&lt;/th&gt;
			&lt;th class=""text-right""&gt;Qty&lt;/th&gt;
			&lt;th class=""text-right""&gt;Rate&lt;/th&gt;
			&lt;th class=""text-right""&gt;Amount&lt;/th&gt;
		&lt;/tr&gt;
		{%- for row in doc.items -%}
		&lt;tr&gt;
			&lt;td style=""width: 3%;""&gt;{{ row.idx }}&lt;/td&gt;
			&lt;td style=""width: 20%;""&gt;
				{{ row.item_name }}
				{% if row.item_code != row.item_name -%}
				&lt;br&gt;Item Code: {{ row.item_code}}
				{%- endif %}
			&lt;/td&gt;
			&lt;td style=""width: 37%;""&gt;
				&lt;div style=""border: 0px;""&gt;{{ row.description }}&lt;/div&gt;&lt;/td&gt;
			&lt;td style=""width: 10%; text-align: right;""&gt;{{ row.qty }} {{ row.uom or row.stock_uom }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""rate"", doc) }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""amount"", doc) }}&lt;/td&gt;
		&lt;/tr&gt;
		{%- endfor -%}
	&lt;/tbody&gt;
&lt;/table&gt;</code></pre>
<hr>
<h4>Common Functions</h4>
<table class=""table table-bordered"">
	<tbody>
		<tr>
			<td style=""width: 30%;""><code>doc.get_formatted(""[fieldname]"", [parent_doc])</code></td>
			<td>Get document value formatted as Date, Currency, etc. Pass parent <code>doc</code> for currency type fields.</td>
		</tr>
		<tr>
			<td style=""width: 30%;""><code>frappe.db.get_value(""[doctype]"", ""[name]"", ""fieldname"")</code></td>
			<td>Get value from another document.</td>
		</tr>
	</tbody>
</table>
","<h3>Print Format Help</h3>
<hr>
<h4>Introduction</h4>
<p>Print Formats are rendered on the server side using the Jinja Templating Language. All forms have access to the <code>doc</code> object which contains information about the document that is being formatted. You can also access common utilities via the <code>frappe</code> module.</p>
<p>For styling, the Boostrap CSS framework is provided and you can enjoy the full range of classes.</p>
<hr>
<h4>References</h4>
<ol>
	<li><a href=""http://jinja.pocoo.org/docs/templates/"" target=""_blank"">Jinja Templating Language</a></li>
	<li><a href=""http://getbootstrap.com"" target=""_blank"">Bootstrap CSS Framework</a></li>
</ol>
<hr>
<h4>Example</h4>
<pre><code>&lt;h3&gt;{{ doc.select_print_heading or ""Invoice"" }}&lt;/h3&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;Customer Name&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.customer_name }}&lt;/div&gt;
&lt;/div&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;Date&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.get_formatted(""invoice_date"") }}&lt;/div&gt;
&lt;/div&gt;
&lt;table class=""table table-bordered""&gt;
	&lt;tbody&gt;
		&lt;tr&gt;
			&lt;th&gt;Sr&lt;/th&gt;
			&lt;th&gt;Item Name&lt;/th&gt;
			&lt;th&gt;Description&lt;/th&gt;
			&lt;th class=""text-right""&gt;Qty&lt;/th&gt;
			&lt;th class=""text-right""&gt;Rate&lt;/th&gt;
			&lt;th class=""text-right""&gt;Amount&lt;/th&gt;
		&lt;/tr&gt;
		{%- for row in doc.items -%}
		&lt;tr&gt;
			&lt;td style=""width: 3%;""&gt;{{ row.idx }}&lt;/td&gt;
			&lt;td style=""width: 20%;""&gt;
				{{ row.item_name }}
				{% if row.item_code != row.item_name -%}
				&lt;br&gt;Item Code: {{ row.item_code}}
				{%- endif %}
			&lt;/td&gt;
			&lt;td style=""width: 37%;""&gt;
				&lt;div style=""border: 0px;""&gt;{{ row.description }}&lt;/div&gt;&lt;/td&gt;
			&lt;td style=""width: 10%; text-align: right;""&gt;{{ row.qty }} {{ row.uom or row.stock_uom }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""rate"", doc) }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""amount"", doc) }}&lt;/td&gt;
		&lt;/tr&gt;
		{%- endfor -%}
	&lt;/tbody&gt;
&lt;/table&gt;</code></pre>
<hr>
<h4>Common Functions</h4>
<table class=""table table-bordered"">
	<tbody>
		<tr>
			<td style=""width: 30%;""><code>doc.get_formatted(""[fieldname]"", [parent_doc])</code></td>
			<td>Get document value formatted as Date, Currency, etc. Pass parent <code>doc</code> for currency type fields.</td>
		</tr>
		<tr>
			<td style=""width: 30%;""><code>frappe.db.get_value(""[doctype]"", ""[name]"", ""fieldname"")</code></td>
			<td>Get value from another document.</td>
		</tr>
	</tbody>
</table>
",
"<h4>Default Template</h4>
<p>Uses <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>","<h4>Default Template</h4>
<p>Uses <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>",
"<h5 class=""text-muted uppercase"">Or</h5>","<h5 class=""text-muted uppercase"">Or</h5>",
"<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>","<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>",
"<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>
","<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>
",
"<p>Multiple webforms can be created for a single doctype. Add filters specific to this webform to display correct record after submission.</p><p>For Example:</p>
<p>If you create a separate webform every year to capture feedback from employees add a 
 field named year in doctype and add a filter <b>year = 2023</b></p>
","<p>Multiple webforms can be created for a single doctype. Add filters specific to this webform to display correct record after submission.</p><p>For Example:</p>
<p>If you create a separate webform every year to capture feedback from employees add a 
 field named year in doctype and add a filter <b>year = 2023</b></p>
",
"<p>Set context before rendering a template. Example:</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""Project"", frappe.form_dict.name)
</code></pre></div>","<p>Set context before rendering a template. Example:</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""Project"", frappe.form_dict.name)
</code></pre></div>",
"<p>To interact with above HTML you will have to use `root_element` as a parent selector.</p><p>For example:</p><pre class=""p-3 bg-gray-100 border-radius rounded-sm mb-0"" style=""width: fit-content;""><code>// here root_element is provided by default
let some_class_element = root_element.querySelector('.some-class');
some_class_element.textContent = ""New content"";
</code></pre>","<p>To interact with above HTML you will have to use `root_element` as a parent selector.</p><p>For example:</p><pre class=""p-3 bg-gray-100 border-radius rounded-sm mb-0"" style=""width: fit-content;""><code>// here root_element is provided by default
let some_class_element = root_element.querySelector('.some-class');
some_class_element.textContent = ""New content"";
</code></pre>",
"<p>Your OTP secret on {0} has been reset. If you did not perform this reset and did not request it, please contact your System Administrator immediately.</p>","<p>Your OTP secret on {0} has been reset. If you did not perform this reset and did not request it, please contact your System Administrator immediately.</p>",
<strong>Warning:</strong> This field is system generated and may be overwritten by a future update. Modify it using {0} instead.,<strong>Warning:</strong> This field is system generated and may be overwritten by a future update. Modify it using {0} instead.,
"A DocType's name should start with a letter and can only consist of letters, numbers, spaces, underscores and hyphens","A DocType's name should start with a letter and can only consist of letters, numbers, spaces, underscores and hyphens",
A featured post must have a cover image,A featured post must have a cover image,
A field with the name {0} already exists in {1},A field with the name {0} already exists in {1},
A file with same name {} already exists,A file with same name {} already exists,
A list of resources which the Client App will have access to after the user allows it.<br> e.g. project,A list of resources which the Client App will have access to after the user allows it.<br> e.g. project,
A new account has been created for you at {0},A new account has been created for you at {0},
A recurring {0} {1} has been created for you via Auto Repeat {2}.,A recurring {0} {1} has been created for you via Auto Repeat {2}.,
A symbol for this currency. For e.g. $,A symbol for this currency. For e.g. $,
A template already exists for field {0} of {1},A template already exists for field {0} of {1},
A word by itself is easy to guess.,A word by itself is easy to guess.,
A0,A0,
A1,A1,
A2,A2,
A3,A3,
A4,A4,
A5,A5,
A6,A6,
A7,A7,
A8,A8,
A9,A9,
ALL,ALL,
API,API,
API Access,API Access,
API Endpoint,API Endpoint,
API Endpoint Args,API Endpoint Args,
API Key,API Key,
API Key and Secret to interact with the relay server. These will be auto-generated when the first push notification is sent from any of the apps installed on this site.,API Key and Secret to interact with the relay server. These will be auto-generated when the first push notification is sent from any of the apps installed on this site.,
API Key cannot be regenerated,API Key cannot be regenerated,
API Method,API Method,
API Secret,API Secret,
ASC,ASC,
About,About,
About Us,About Us,
About Us Settings,About Us Settings,
About Us Team Member,About Us Team Member,
About {0} minute remaining,About {0} minute remaining,
About {0} minutes remaining,About {0} minutes remaining,
About {0} seconds remaining,About {0} seconds remaining,
Access Control,Access Control,
Access Key ID,Access Key ID,
Access Key Secret,Access Key Secret,
Access Log,Access Log,
Access Token,Access Token,
Access Token URL,Access Token URL,
Access not allowed from this IP Address,Access not allowed from this IP Address,
Account,Account,
Account Deletion Settings,Account Deletion Settings,
Accounts Manager,Accounts Manager,
Accounts User,Accounts User,
Action,Action,
Action / Route,Action / Route,
Action Complete,Action Complete,
Action Failed,Action Failed,
Action Label,Action Label,
Action Timeout (Seconds),Action Timeout (Seconds),
Action Type,Action Type,
Action {0} completed successfully on {1} {2}. View it {3},Action {0} completed successfully on {1} {2}. View it {3},
Action {0} failed on {1} {2}. View it {3},Action {0} failed on {1} {2}. View it {3},
Actions,Actions,
Activate,Activate,
Active,Active,
Active Directory,Active Directory,
Active Domains,Active Domains,
Active Sessions,Active Sessions,
Activity,Activity,
Activity Log,Activity Log,
Add,Add,
Add / Remove Columns,Add / Remove Columns,
Add / Update,Add / Update,
Add A New Rule,Add A New Rule,
Add Attachment,Add Attachment,
Add Background Image,Add Background Image,
Add Border at Bottom,Add Border at Bottom,
Add Border at Top,Add Border at Top,
Add Card to Dashboard,Add Card to Dashboard,
Add Chart to Dashboard,Add Chart to Dashboard,
Add Child,Add Child,
Add Column,Add Column,
Add Contact,Add Contact,
Add Contacts,Add Contacts,
Add Container,Add Container,
Add Custom Tags,Add Custom Tags,
Add Filters,Add Filters,
Add Gray Background,Add Gray Background,
Add Group,Add Group,
Add Indexes,Add Indexes,
Add New,Add New,
Add New Permission Rule,Add New Permission Rule,
Add Participants,Add Participants,
Add Query Parameters,Add Query Parameters,
Add Review,Add Review,
Add Roles,Add Roles,
Add Signature,Add Signature,
Add Space at Bottom,Add Space at Bottom,
Add Space at Top,Add Space at Top,
Add Subscribers,Add Subscribers,
Add Tags,Add Tags,
Add Template,Add Template,
Add Total Row,Add Total Row,
Add Translate Data,Add Translate Data,
Add Unsubscribe Link,Add Unsubscribe Link,
Add User Permissions,Add User Permissions,
Add Video Conferencing,Add Video Conferencing,
Add a Filter,Add a Filter,
Add a New Role,Add a New Role,
Add a Row,Add a Row,
Add a comment,Add a comment,
Add a new section,Add a new section,
Add a row above the current row,Add a row above the current row,
Add a row at the bottom,Add a row at the bottom,
Add a row at the top,Add a row at the top,
Add a row below the current row,Add a row below the current row,
Add a {0} Chart,Add a {0} Chart,
Add column,Add column,
Add field,Add field,
Add new tab,Add new tab,
Add page break,Add page break,
Add script for Child Table,Add script for Child Table,
Add section above,Add section above,
Add section below,Add section below,
Add tab,Add tab,
Add to Dashboard,Add to Dashboard,
Add to ToDo,Add to ToDo,
Add to table,Add to table,
Add to this activity by mailing to {0},Add to this activity by mailing to {0},
Add {0},Add {0},
Add/Update Filter,Add/Update Filter,
"Added HTML in the &lt;head&gt; section of the web page, primarily used for website verification and SEO","Added HTML in the &lt;head&gt; section of the web page, primarily used for website verification and SEO",
Added default log doctypes: {},Added default log doctypes: {},
Added {0},Added {0},
Added {0} ({1}),Added {0} ({1}),
Additional Permissions,Additional Permissions,
Address,Address,
Address And Contacts,Address And Contacts,
Address Line 1,Address Line 1,
Address Line 2,Address Line 2,
Address Template,Address Template,
Address Title,Address Title,
Address Title is mandatory.,Address Title is mandatory.,
Address and other legal information you may want to put in the footer.,Address and other legal information you may want to put in the footer.,
Addresses,Addresses,
Addresses And Contacts,Addresses And Contacts,
Adds a custom client script to a DocType,Adds a custom client script to a DocType,
Adds a custom field to a DocType,Adds a custom field to a DocType,
Administration,Administration,
Administrator,Administrator,
Administrator Logged In,Administrator Logged In,
Administrator accessed {0} on {1} via IP Address {2}.,Administrator accessed {0} on {1} via IP Address {2}.,
Advanced,Advanced,
Advanced Control,Advanced Control,
Advanced Search,Advanced Search,
Advanced Settings,Advanced Settings,
After,After,
After Cancel,After Cancel,
After Delete,After Delete,
After Insert,After Insert,
After Rename,After Rename,
After Save,After Save,
After Save (Submitted Document),After Save (Submitted Document),
After Submission,After Submission,
After Submit,After Submit,
Aggregate Field is required to create a number card,Aggregate Field is required to create a number card,
Aggregate Function Based On,Aggregate Function Based On,
Aggregate Function field is required to create a dashboard chart,Aggregate Function field is required to create a dashboard chart,
Alert,Alert,
Align,Align,
Align Labels to the Right,Align Labels to the Right,
Align Right,Align Right,
Align Value,Align Value,
All,All,
All Day,All Day,
All Images attached to Website Slideshow should be public,All Images attached to Website Slideshow should be public,
All Records,All Records,
All Results,All Results,
All Submissions,All Submissions,
All Time,All Time,
All customizations will be removed. Please confirm.,All customizations will be removed. Please confirm.,
All fields are necessary to submit the comment.,All fields are necessary to submit the comment.,
"All possible Workflow States and roles of the workflow. Docstatus Options: 0 is ""Saved"", 1 is ""Submitted"" and 2 is ""Cancelled""","All possible Workflow States and roles of the workflow. Docstatus Options: 0 is ""Saved"", 1 is ""Submitted"" and 2 is ""Cancelled""",
All-uppercase is almost as easy to guess as all-lowercase.,All-uppercase is almost as easy to guess as all-lowercase.,
Allocated To,Allocated To,
Allot Points To Assigned Users,Allot Points To Assigned Users,
Allow,Allow,
Allow API Indexing Access,Allow API Indexing Access,
Allow Auto Repeat,Allow Auto Repeat,
Allow Bulk Edit,Allow Bulk Edit,
Allow Bulk Editing,Allow Bulk Editing,
Allow Comments,Allow Comments,
Allow Delete,Allow Delete,
Allow Dropbox Access,Allow Dropbox Access,
Allow Editing After Submit,Allow Editing After Submit,
Allow Google Calendar Access,Allow Google Calendar Access,
Allow Google Contacts Access,Allow Google Contacts Access,
Allow Google Drive Access,Allow Google Drive Access,
Allow Guest,Allow Guest,
Allow Guest to View,Allow Guest to View,
Allow Guest to comment,Allow Guest to comment,
Allow Guests to Upload Files,Allow Guests to Upload Files,
Allow Import (via Data Import Tool),Allow Import (via Data Import Tool),
Allow Incomplete Forms,Allow Incomplete Forms,
Allow Login After Fail,Allow Login After Fail,
Allow Login using Mobile Number,Allow Login using Mobile Number,
Allow Login using User Name,Allow Login using User Name,
Allow Modules,Allow Modules,
Allow Multiple Responses,Allow Multiple Responses,
Allow Older Web View Links (Insecure),Allow Older Web View Links (Insecure),
Allow Print,Allow Print,
Allow Print for Cancelled,Allow Print for Cancelled,
Allow Print for Draft,Allow Print for Draft,
Allow Read On All Link Options,Allow Read On All Link Options,
Allow Rename,Allow Rename,
Allow Roles,Allow Roles,
Allow Self Approval,Allow Self Approval,
Allow Sending Usage Data for Improving Applications,Allow Sending Usage Data for Improving Applications,
Allow approval for creator of the document,Allow approval for creator of the document,
Allow document creation via Email,Allow document creation via Email,
Allow events in timeline,Allow events in timeline,
Allow in Quick Entry,Allow in Quick Entry,
Allow on Submit,Allow on Submit,
Allow only one session per user,Allow only one session per user,
Allow page break inside tables,Allow page break inside tables,
Allow saving if mandatory fields are not filled,Allow saving if mandatory fields are not filled,
Allow sending usage data for improving applications,Allow sending usage data for improving applications,
Allow user to login only after this hour (0-24),Allow user to login only after this hour (0-24),
Allow user to login only before this hour (0-24),Allow user to login only before this hour (0-24),
"Allow users to log in without a password, using a login link sent to their email","Allow users to log in without a password, using a login link sent to their email",
Allowed,Allowed,
Allowed File Extensions,Allowed File Extensions,
Allowed In Mentions,Allowed In Mentions,
Allowed Modules,Allowed Modules,
Allowed Roles,Allowed Roles,
Allowed embedding domains,Allowed embedding domains,
"Allowing DocType, DocType. Be careful!","Allowing DocType, DocType. Be careful!",
Already Registered,Already Registered,
Already in the following Users ToDo list:{0},Already in the following Users ToDo list:{0},
Also adding the dependent currency field {0},Also adding the dependent currency field {0},
Also adding the status dependency field {0},Also adding the status dependency field {0},
Alternative Email ID,Alternative Email ID,
Always BCC Address,Always BCC Address,
"Always add ""Draft"" Heading for printing draft documents","Always add ""Draft"" Heading for printing draft documents",
Always use this email address as sender address,Always use this email address as sender address,
Always use this name as sender name,Always use this name as sender name,
Amend,Amend,
Amend Counter,Amend Counter,
Amended Document Naming Settings,Amended Document Naming Settings,
Amended Documents,Amended Documents,
Amended From,Amended From,
Amending,Amending,Freeze message while amending a document
Amendment Naming Override,Amendment Naming Override,
Amendment Not Allowed,Amendment Not Allowed,
Amendment naming rules updated.,Amendment naming rules updated.,
An error occurred while setting Session Defaults,An error occurred while setting Session Defaults,
An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [favicon-generator.org],An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [favicon-generator.org],
An unexpected error occurred while authorizing {}.,An unexpected error occurred while authorizing {}.,
Analytics,Analytics,
Ancestors Of,Ancestors Of,
Announcement Widget,Announcement Widget,
Announcements,Announcements,
Annual,Annual,
Anonymization Matrix,Anonymization Matrix,
Anonymous responses,Anonymous responses,
Another transaction is blocking this one. Please try again in a few seconds.,Another transaction is blocking this one. Please try again in a few seconds.,
"Another {0} with name {1} exists, select another name","Another {0} with name {1} exists, select another name",
Any string-based printer languages can be used. Writing raw commands requires knowledge of the printer's native language provided by the printer manufacturer. Please refer to the developer manual provided by the printer manufacturer on how to write their native commands. These commands are rendered on the server side using the Jinja Templating Language.,Any string-based printer languages can be used. Writing raw commands requires knowledge of the printer's native language provided by the printer manufacturer. Please refer to the developer manual provided by the printer manufacturer on how to write their native commands. These commands are rendered on the server side using the Jinja Templating Language.,
"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.",
App,App,
App Access Key,App Access Key,
App Access Key and/or Secret Key are not present.,App Access Key and/or Secret Key are not present.,
App Client ID,App Client ID,
App Client Secret,App Client Secret,
App ID,App ID,
App Logo,App Logo,
App Name,App Name,
App Secret Key,App Secret Key,
App not found for module: {0},App not found for module: {0},
App {0} is not installed,App {0} is not installed,
Append Emails to Sent Folder,Append Emails to Sent Folder,
Append To,Append To,
Append To can be one of {0},Append To can be one of {0},
"Append as communication against this DocType (must have fields: ""Sender"" and ""Subject""). These fields can be defined in the email settings section of the appended doctype.","Append as communication against this DocType (must have fields: ""Sender"" and ""Subject""). These fields can be defined in the email settings section of the appended doctype.",
Applicable Document Types,Applicable Document Types,
Applicable For,Applicable For,
Application Logo,Application Logo,
Application Name,Application Name,
Application Version,Application Version,
Applied On,Applied On,
Apply,Apply,
Apply Assignment Rule,Apply Assignment Rule,Button in list view actions menu
Apply Document Permissions,Apply Document Permissions,
Apply Filters,Apply Filters,
Apply Only Once,Apply Only Once,
Apply Strict User Permissions,Apply Strict User Permissions,
Apply To,Apply To,
Apply To All Document Types,Apply To All Document Types,
Apply User Permission On,Apply User Permission On,
Apply this rule if the User is the Owner,Apply this rule if the User is the Owner,
Apply this rule only once per document,Apply this rule only once per document,
Apply to all Documents Types,Apply to all Documents Types,
Applying: {0},Applying: {0},
Appreciate,Appreciate,
Appreciation,Appreciation,
Approval Required,Approval Required,
Apps,Apps,
Ar,Ar,Number system
Archive,Archive,
Archived,Archived,
Archived Columns,Archived Columns,
